,institution,uoa,case_count,4*,3*,2*,1*,staff,intensity
1777,university of warwick,education,4,40,50,10,0,34.57,9.545849002024877
1778,university of warwick,modern languages and linguistics,4,20,60,10,10,34.1,8.504398826979472
1779,university of warwick,sociology,4,10,50,30,10,34.6,7.514450867052023
1780,university of warwick,physics,4,30,50,20,0,54.6,5.677655677655678
1781,university of warwick,general engineering,3,52,44,4,0,94.75,3.6728232189973613
1782,university of warwick,philosophy,3,10,63.3,26.7,0,19.0,14.910526315789472
1783,university of warwick,chemistry,3,30,70,0,0,34.8,9.482758620689657
1784,university of warwick,"art and design: history, practice and theory",2,20,60,20,0,11.0,27.272727272727273
1785,university of warwick,"agriculture, veterinary and food science",2,100,0,0,0,12.6,31.746031746031747
1786,university of warwick,classics,2,40,60,0,0,13.9,24.46043165467626
1787,university of warwick,"psychology, psychiatry and neuroscience",1,46.7,53.3,0,0,20.9,16.588516746411482
1788,university of warwick and liverpool school of tropical medicine,"public health, health services and primary care",4,,,,,,
1789,university of west london,"music, drama, dance and performing arts",2,,,,,,
1790,university of west london,computer science and informatics,2,,,,,,
1791,university of west london,"communication, cultural and media studies, library and information management",2,,,,,,
1792,university of west london,education,2,,,,,,
1793,university of west london,"allied health professions, dentistry, nursing and pharmacy",2,,,,,,
1794,university of west of england,"allied health professions, dentistry, nursing and pharmacy",6,,,,,,
1795,university of west of england,"architecture, built environment and planning",4,,,,,,
1796,university of west of england,"communication, cultural and media studies, library and information management",3,,,,,,
1797,university of west of england,"art and design: history, practice and theory",3,,,,,,
1798,university of west of england,business and management studies,3,,,,,,
1799,university of west of england,history,2,,,,,,
1800,university of west of england,modern languages and linguistics,2,,,,,,
1801,university of west of england,education,2,,,,,,
1802,university of west of england,philosophy,2,,,,,,
1803,university of west of england,"geography, environmental studies and archaeology",2,,,,,,
1804,university of west of england,politics and international studies,2,,,,,,
1805,university of west of england,social work and social policy,2,,,,,,
1806,university of west of england,law,1,,,,,,
1807,university of west of england,computer science and informatics,1,,,,,,
1808,university of west of england,general engineering,1,,,,,,
1809,university of west of england,english language and literature,1,,,,,,
1810,university of west of england bristol,social work and social policy,1,,,,,,
1811,university of west of england bristol,computer science and informatics,1,,,,,,
1812,university of west of england bristol,law,1,,,,,,
1813,university of west of england bristol,general engineering,1,,,,,,
1814,university of west of england bristol,english language and literature,1,,,,,,
1815,university of west of scotland,social work and social policy,3,,,,,,
1816,university of west of scotland,general engineering,2,,,,,,
1817,university of west of scotland,"communication, cultural and media studies, library and information management",2,,,,,,
1818,university of west of scotland,education,2,,,,,,
1819,university of west of scotland,"allied health professions, dentistry, nursing and pharmacy",2,,,,,,
1820,university of west of scotland,"sport and exercise sciences, leisure and tourism",2,,,,,,
1821,university of west of scotland,computer science and informatics,2,,,,,,
1822,university of west of scotland,"electrical and electronic engineering, metallurgy and materials",2,,,,,,
1823,university of west of scotland,business and management studies,2,,,,,,
1824,university of westminster,"architecture, built environment and planning",4,40,50,10,0,25.37,13.007489160425699
1825,university of westminster,"communication, cultural and media studies, library and information management",3,86.7,13.3,0,0,17.8,21.724719101123597
1826,university of westminster,business and management studies,3,13.3,26.7,36.7,23.3,21.2,10.849056603773587
1827,university of westminster,law,3,0,40,33.3,26.7,18.9,11.285714285714286
1828,university of westminster,computer science and informatics,3,0,13.3,73.4,13.3,19.65,10.178117048346058
1829,university of westminster,"art and design: history, practice and theory",3,63.3,36.7,0,0,24.25,14.981443298969072
1830,university of westminster,"allied health professions, dentistry, nursing and pharmacy",3,13.3,86.7,0,0,24.8,12.633064516129032
1831,university of westminster,english language and literature,3,50,36.7,13.3,0,17.7,19.022598870056502
1832,university of westminster,history,2,0,40,30,30,5.0,42.0
1833,university of westminster,area studies,2,0,40,60,0,4.75,50.526315789473685
1834,university of westminster,modern languages and linguistics,2,0,40,20,0,3.9,41.02564102564103
1835,university of westminster,"psychology, psychiatry and neuroscience",2,0,100,0,0,12.5,24.0
1836,university of westminster,politics and international studies,2,0,70,30,0,14.3,18.88111888111888
1837,university of winchester,history,2,0,60,30,10,11.0,22.727272727272727
1838,university of winchester,"communication, cultural and media studies, library and information management",2,0,80,20,0,12.75,21.96078431372549
1839,university of winchester,"geography, environmental studies and archaeology",2,0,0,70,30,5.4,31.48148148148148
1840,university of winchester,education,2,0,40,60,0,7.13,33.66058906030855
1841,university of winchester,theology and religious studies,2,20,70,10,0,8.4,36.904761904761905
1842,university of winchester,"psychology, psychiatry and neuroscience",2,0,20,0,80,8.5,16.470588235294116
1843,university of winchester,"music, drama, dance and performing arts",2,0,80,20,0,12.4,22.58064516129032
1844,university of winchester,sociology,2,0,0,0,100,7.0,14.285714285714286
1845,university of wolverhampton,"allied health professions, dentistry, nursing and pharmacy",4,0,10,60,20,31.3,5.431309904153355
1846,university of wolverhampton,"art and design: history, practice and theory",4,0,40,10,30,25.7,6.614785992217899
1847,university of wolverhampton,history,2,0,100,0,0,13.1,22.900763358778626
1848,university of wolverhampton,"communication, cultural and media studies, library and information management",2,60,40,0,0,7.0,51.42857142857143
1849,university of wolverhampton,area studies,2,0,20,30,30,7.0,21.428571428571427
1850,university of wolverhampton,law,2,0,0,40,20,12.0,8.333333333333334
1851,university of wolverhampton,modern languages and linguistics,2,0,80,20,0,10.8,25.925925925925924
1852,university of wolverhampton,"sport and exercise sciences, leisure and tourism",2,10,70,20,0,9.0,32.22222222222222
1853,university of wolverhampton,education,2,0,40,60,0,9.2,26.086956521739133
1854,university of wolverhampton,"architecture, built environment and planning",2,0,0,90,10,13.5,14.074074074074074
1855,university of wolverhampton,english language and literature,2,0,0,60,0,7.95,15.09433962264151
1856,university of wolverhampton,"aeronautical, mechanical, chemical and manufacturing engineering",2,0,10,90,0,12.0,17.5
1857,university of worcester,history,2,0,70,30,0,5.0,54.0
1858,university of worcester,"sport and exercise sciences, leisure and tourism",2,20,20,60,0,14.0,18.571428571428573
1859,university of worcester,"allied health professions, dentistry, nursing and pharmacy",2,0,30,30,0,11.1,13.513513513513514
1860,university of worcester,"geography, environmental studies and archaeology",2,0,20,80,0,11.0,20.0
1861,university of worcester,education,2,0,40,10,50,14.3,13.286713286713287
1862,university of worcester,"psychology, psychiatry and neuroscience",2,0,40,60,0,10.4,23.076923076923077
1863,university of worcester,biological sciences,2,0,80,20,0,12.8,21.875
1864,university of worcester,"music, drama, dance and performing arts",2,0,20,40,0,4.4,31.818181818181817
1865,university of worcester,"art and design: history, practice and theory",2,0,40,60,0,5.3,45.28301886792453
1866,university of worcester,business and management studies,2,0,10,70,20,8.7,21.839080459770116
1867,university of worcester,english language and literature,2,0,100,0,0,7.5,40.0
1868,university of york,"public health, health services and primary care",6,80,20,0,0,52.74,7.20515737580584
1869,university of york,english language and literature,5,68,24,8,0,36.01,9.997222993612885
1870,university of york,history,4,50,50,0,0,34.5,10.144927536231885
1871,university of york,"music, drama, dance and performing arts",4,20,70,10,0,13.0,23.846153846153847
1872,university of york,"music, drama, dance and performing arts",4,0,40,60,0,14.5,16.551724137931036
1873,university of york,economics and econometrics,4,40,50,10,0,28.07,11.75632347702173
1874,university of york,computer science and informatics,4,80,20,0,0,34.8,10.919540229885058
1875,university of york,social work and social policy,4,100,0,0,0,33.6,11.904761904761905
1876,university of york,chemistry,4,40,60,0,0,47.06,7.224819379515512
1877,university of york,physics,4,40,20,20,20,34.33,8.15613166326828
1878,university of york,mathematical sciences,4,20,60,20,0,30.5,9.836065573770492
1879,university of york,biological sciences,3,92,8,0,0,44.37,8.834798287130944
1880,university of york,"electrical and electronic engineering, metallurgy and materials",3,0,100,0,0,22.3,13.452914798206278
1881,university of york,business and management studies,3,50,23.3,26.7,0,22.7,14.242290748898677
1882,university of york,"art and design: history, practice and theory",3,86.7,13.3,0,0,18.95,20.40633245382586
1883,university of york,earth systems and environmental sciences,3,40,33.3,26.7,0,24.1,12.999999999999998
1884,university of york,philosophy,3,0,26.7,73.3,0,18.3,12.387978142076502
1885,university of york,"geography, environmental studies and archaeology",3,63.3,36.7,0,0,18.78,19.34504792332268
1886,university of york,politics and international studies,3,60,26.7,13.3,0,23.0,15.073913043478262
1887,university of york,education,3,73.3,26.7,0,0,22.3,16.739910313901344
1888,university of york,sociology,3,100,0,0,0,20.0,20.0
1889,university of york,"psychology, psychiatry and neuroscience",2,46.7,53.3,0,0,24.9,13.923694779116467
1890,university of york,law,2,80,20,0,0,10.0,38.0
1891,university of york,modern languages and linguistics,1,60,40,0,0,14.08,25.568181818181817
1892,urham university,biological sciences,1,,,,,,
1893,wales institute for research in art design,"art and design: history, practice and theory",3,,,,,,
1894,warwick university,business and management studies,4,,,,,,
1895,westchem,chemistry,7,,,,,,
1896,writtle college,"art and design: history, practice and theory",2,0,0,0,40,3.6,11.11111111111111
1897,writtle college,"agriculture, veterinary and food science",2,0,0,0,40,8.8,4.545454545454545
1898,york st john university,"psychology, psychiatry and neuroscience",2,40,60,0,0,5.0,68.0
1899,york st john university,"communication, cultural and media studies, library and information management",2,0,20,40,40,6.0,30.0
1900,york st john university,theology and religious studies,2,0,10,70,20,7.0,27.142857142857142
1901,york st john university,education,2,0,0,80,10,9.4,18.085106382978722
1902,york st john university,"allied health professions, dentistry, nursing and pharmacy",2,0,80,0,20,5.5,47.27272727272727
1903,york st john university,"sport and exercise sciences, leisure and tourism",2,0,0,40,60,7.0,20.0
1904,york st john university,"music, drama, dance and performing arts",2,40,20,40,0,10.2,29.411764705882355
1905,york st john university,business and management studies,2,0,0,10,10,6.5,4.615384615384615
1906,york st john university,english language and literature,2,0,50,10,40,11.6,18.10344827586207
